org,process,process_name,include
MXM,ANN1,Annealing,FALSE
MCH,ANN1,Annealing,FALSE
ASC,ANN1,Annealing,FALSE
ADC,ANN1,Annealing,FALSE
ATL,ANN1,Annealing,FALSE
WIE,ANN1,Annealing,FALSE
ENA,ANN1,Annealing,FALSE
ENT,ANN1,Annealing,FALSE
LOS,ANN2,Annealing,FALSE
STO,ANN2,Annealing,FALSE
CHA,ANN2,Annealing,FALSE
CLE,ANN2,Annealing,FALSE
HAI,ANN2,Annealing,TRUE
JVL,ANN2,Annealing,FALSE
DAL,ANN2,Annealing,FALSE
PHI,ANN2,Annealing,FALSE
TOR,ANN2,Annealing,FALSE
WIN,ANN2,Annealing,FALSE
SGP,ANN2,Annealing,FALSE
MXQ,ANN2,Annealing,FALSE
MTY,ANN2,Annealing,FALSE
MXM,ANN2,Annealing,FALSE
MCH,ANN2,Annealing,FALSE
ASC,ANN2,Annealing,FALSE
ADC,ANN2,Annealing,FALSE
ATL,ANN2,Annealing,FALSE
WIE,ANN2,Annealing,FALSE
ENA,ANN2,Annealing,FALSE
ENT,ANN2,Annealing,FALSE
LOS,APPR,Lab Approval,FALSE
STO,APPR,Lab Approval,FALSE
CHA,APPR,Lab Approval,FALSE
CLE,APPR,Lab Approval,FALSE
HAI,APPR,Lab Approval,TRUE
JVL,APPR,Lab Approval,FALSE
DAL,APPR,Lab Approval,FALSE
PHI,APPR,Lab Approval,FALSE
TOR,APPR,Lab Approval,FALSE
WIN,APPR,Lab Approval,FALSE
SGP,APPR,Lab Approval,FALSE
MXQ,APPR,Lab Approval,FALSE
MTY,APPR,Lab Approval,FALSE
MXM,APPR,Lab Approval,FALSE
MCH,APPR,Lab Approval,FALSE
ASC,APPR,Lab Approval,FALSE
ADC,APPR,Lab Approval,FALSE
ATL,APPR,Lab Approval,FALSE
WIE,APPR,Lab Approval,FALSE
ENA,APPR,Lab Approval,FALSE
ENT,APPR,Lab Approval,FALSE
LOS,APS,Aluminum Plate Saw,TRUE
STO,APS,Aluminum Plate Saw,TRUE
CHA,APS,Aluminum Plate Saw,TRUE
CLE,APS,Aluminum Plate Saw,TRUE
HAI,APS,Aluminum Plate Saw,TRUE
JVL,APS,Aluminum Plate Saw,TRUE
DAL,APS,Aluminum Plate Saw,TRUE
PHI,APS,Aluminum Plate Saw,TRUE
TOR,APS,Aluminum Plate Saw,TRUE
WIN,APS,Aluminum Plate Saw,TRUE
SGP,APS,Aluminum Plate Saw,TRUE
MXQ,APS,Aluminum Plate Saw,TRUE
MTY,APS,Aluminum Plate Saw,TRUE
MXM,APS,Aluminum Plate Saw,TRUE
MCH,APS,Aluminum Plate Saw,TRUE
ASC,APS,Aluminum Plate Saw,TRUE
ADC,APS,Aluminum Plate Saw,TRUE
ATL,APS,Aluminum Plate Saw,TRUE
WIE,APS,Aluminum Plate Saw,TRUE
ENA,APS,Aluminum Plate Saw,TRUE
ENT,APS,Aluminum Plate Saw,TRUE
LOS,BAR,Band Saw Cutting,TRUE
STO,BAR,Band Saw Cutting,TRUE
CHA,BAR,Band Saw Cutting,TRUE
CLE,BAR,Band Saw Cutting,TRUE
HAI,BAR,Band Saw Cutting,TRUE
JVL,BAR,Band Saw Cutting,TRUE
DAL,BAR,Band Saw Cutting,TRUE
PHI,BAR,Band Saw Cutting,TRUE
TOR,BAR,Band Saw Cutting,TRUE
WIN,BAR,Band Saw Cutting,TRUE
SGP,BAR,Band Saw Cutting,TRUE
MXQ,BAR,Band Saw Cutting,TRUE
MTY,BAR,Band Saw Cutting,TRUE
MXM,BAR,Band Saw Cutting,TRUE
MCH,BAR,Band Saw Cutting,TRUE
ASC,BAR,Band Saw Cutting,TRUE
ADC,BAR,Band Saw Cutting,TRUE
ATL,BAR,Band Saw Cutting,TRUE
WIE,BAR,Band Saw Cutting,TRUE
ENA,BAR,Band Saw Cutting,TRUE
ENT,BAR,Band Saw Cutting,TRUE
LOS,BAR2,Band Saw Cutting,FALSE
STO,BAR2,Band Saw Cutting,FALSE
CHA,BAR2,Band Saw Cutting,FALSE
CLE,BAR2,Band Saw Cutting,FALSE
HAI,BAR2,Band Saw Cutting,TRUE
JVL,BAR2,Band Saw Cutting,FALSE
DAL,BAR2,Band Saw Cutting,FALSE
PHI,BAR2,Band Saw Cutting,FALSE
TOR,BAR2,Band Saw Cutting,FALSE
WIN,BAR2,Band Saw Cutting,FALSE
SGP,BAR2,Band Saw Cutting,FALSE
MXQ,BAR2,Band Saw Cutting,FALSE
MTY,BAR2,Band Saw Cutting,FALSE
MXM,BAR2,Band Saw Cutting,FALSE
MCH,BAR2,Band Saw Cutting,FALSE
ASC,BAR2,Band Saw Cutting,FALSE
ADC,BAR2,Band Saw Cutting,FALSE
ATL,BAR2,Band Saw Cutting,FALSE
WIE,BAR2,Band Saw Cutting,FALSE
ENA,BAR2,Band Saw Cutting,FALSE
ENT,BAR2,Band Saw Cutting,FALSE
LOS,BCS,Bar Cold Saw (Tsune),TRUE
STO,BCS,Bar Cold Saw (Tsune),TRUE
CHA,BCS,Bar Cold Saw (Tsune),TRUE
CLE,BCS,Bar Cold Saw (Tsune),TRUE
HAI,BCS,Bar Cold Saw (Tsune),TRUE
JVL,BCS,Bar Cold Saw (Tsune),TRUE
DAL,BCS,Bar Cold Saw (Tsune),TRUE
PHI,BCS,Bar Cold Saw (Tsune),TRUE
TOR,BCS,Bar Cold Saw (Tsune),TRUE
WIN,BCS,Bar Cold Saw (Tsune),TRUE
SGP,BCS,Bar Cold Saw (Tsune),TRUE
MXQ,BCS,Bar Cold Saw (Tsune),TRUE
MTY,BCS,Bar Cold Saw (Tsune),TRUE
MXM,BCS,Bar Cold Saw (Tsune),TRUE
MCH,BCS,Bar Cold Saw (Tsune),TRUE
ASC,BCS,Bar Cold Saw (Tsune),TRUE
ADC,BCS,Bar Cold Saw (Tsune),TRUE
ATL,BCS,Bar Cold Saw (Tsune),TRUE
WIE,BCS,Bar Cold Saw (Tsune),TRUE
ENA,BCS,Bar Cold Saw (Tsune),TRUE
ENT,BCS,Bar Cold Saw (Tsune),TRUE
LOS,BCSX,Bar Cold Saw (Tsune),FALSE
STO,BCSX,Bar Cold Saw (Tsune),FALSE
CHA,BCSX,Bar Cold Saw (Tsune),FALSE
CLE,BCSX,Bar Cold Saw (Tsune),FALSE
HAI,BCSX,Bar Cold Saw (Tsune),TRUE
JVL,BCSX,Bar Cold Saw (Tsune),FALSE
DAL,BCSX,Bar Cold Saw (Tsune),FALSE
PHI,BCSX,Bar Cold Saw (Tsune),FALSE
TOR,BCSX,Bar Cold Saw (Tsune),FALSE
WIN,BCSX,Bar Cold Saw (Tsune),FALSE
SGP,BCSX,Bar Cold Saw (Tsune),FALSE
MXQ,BCSX,Bar Cold Saw (Tsune),FALSE
MTY,BCSX,Bar Cold Saw (Tsune),FALSE
MXM,BCSX,Bar Cold Saw (Tsune),FALSE
MCH,BCSX,Bar Cold Saw (Tsune),FALSE
ASC,BCSX,Bar Cold Saw (Tsune),FALSE
ADC,BCSX,Bar Cold Saw (Tsune),FALSE
ATL,BCSX,Bar Cold Saw (Tsune),FALSE
WIE,BCSX,Bar Cold Saw (Tsune),FALSE
ENA,BCSX,Bar Cold Saw (Tsune),FALSE
ENT,BCSX,Bar Cold Saw (Tsune),FALSE
LOS,BG,Blanchard Grinding,FALSE
STO,BG,Blanchard Grinding,FALSE
CHA,BG,Blanchard Grinding,FALSE
CLE,BG,Blanchard Grinding,FALSE
HAI,BG,Blanchard Grinding,TRUE
JVL,BG,Blanchard Grinding,FALSE
DAL,BG,Blanchard Grinding,FALSE
PHI,BG,Blanchard Grinding,FALSE
TOR,BG,Blanchard Grinding,FALSE
WIN,BG,Blanchard Grinding,FALSE
SGP,BG,Blanchard Grinding,FALSE
MXQ,BG,Blanchard Grinding,FALSE
MTY,BG,Blanchard Grinding,FALSE
MXM,BG,Blanchard Grinding,FALSE
MCH,BG,Blanchard Grinding,FALSE
ASC,BG,Blanchard Grinding,FALSE
ADC,BG,Blanchard Grinding,FALSE
ATL,BG,Blanchard Grinding,FALSE
WIE,BG,Blanchard Grinding,FALSE
ENA,BG,Blanchard Grinding,FALSE
ENT,BG,Blanchard Grinding,FALSE
LOS,BGR,Blanchard Grinding,FALSE
STO,BGR,Blanchard Grinding,FALSE
CHA,BGR,Blanchard Grinding,FALSE
CLE,BGR,Blanchard Grinding,FALSE
HAI,BGR,Blanchard Grinding,TRUE
JVL,BGR,Blanchard Grinding,FALSE
DAL,BGR,Blanchard Grinding,FALSE
PHI,BGR,Blanchard Grinding,FALSE
TOR,BGR,Blanchard Grinding,FALSE
WIN,BGR,Blanchard Grinding,FALSE
SGP,BGR,Blanchard Grinding,FALSE
MXQ,BGR,Blanchard Grinding,FALSE
MTY,BGR,Blanchard Grinding,FALSE
MXM,BGR,Blanchard Grinding,FALSE
MCH,BGR,Blanchard Grinding,FALSE
ASC,BGR,Blanchard Grinding,FALSE
ADC,BGR,Blanchard Grinding,FALSE
ATL,BGR,Blanchard Grinding,FALSE
WIE,BGR,Blanchard Grinding,FALSE
ENA,BGR,Blanchard Grinding,FALSE
ENT,BGR,Blanchard Grinding,FALSE
LOS,CH2,Cut in Half,TRUE
STO,CH2,Cut in Half,TRUE
CHA,CH2,Cut in Half,TRUE
CLE,CH2,Cut in Half,TRUE
HAI,CH2,Cut in Half,TRUE
JVL,CH2,Cut in Half,TRUE
DAL,CH2,Cut in Half,TRUE
PHI,CH2,Cut in Half,TRUE
TOR,CH2,Cut in Half,TRUE
WIN,CH2,Cut in Half,TRUE
SGP,CH2,Cut in Half,TRUE
MXQ,CH2,Cut in Half,TRUE
MTY,CH2,Cut in Half,TRUE
MXM,CH2,Cut in Half,TRUE
MCH,CH2,Cut in Half,TRUE
ASC,CH2,Cut in Half,TRUE
ADC,CH2,Cut in Half,TRUE
ATL,CH2,Cut in Half,TRUE
WIE,CH2,Cut in Half,TRUE
ENA,CH2,Cut in Half,TRUE
ENT,CH2,Cut in Half,TRUE
LOS,CH2X,Cut in Half,FALSE
STO,CH2X,Cut in Half,FALSE
CHA,CH2X,Cut in Half,FALSE
CLE,CH2X,Cut in Half,FALSE
HAI,CH2X,Cut in Half,TRUE
JVL,CH2X,Cut in Half,FALSE
DAL,CH2X,Cut in Half,FALSE
PHI,CH2X,Cut in Half,FALSE
TOR,CH2X,Cut in Half,FALSE
WIN,CH2X,Cut in Half,FALSE
SGP,CH2X,Cut in Half,FALSE
MXQ,CH2X,Cut in Half,FALSE
MTY,CH2X,Cut in Half,FALSE
MXM,CH2X,Cut in Half,FALSE
MCH,CH2X,Cut in Half,FALSE
ASC,CH2X,Cut in Half,FALSE
ADC,CH2X,Cut in Half,FALSE
ATL,CH2X,Cut in Half,FALSE
WIE,CH2X,Cut in Half,FALSE
ENA,CH2X,Cut in Half,FALSE
ENT,CH2X,Cut in Half,FALSE
LOS,CH3,Cut in 3rd's,TRUE
STO,CH3,Cut in 3rd's,TRUE
CHA,CH3,Cut in 3rd's,TRUE
CLE,CH3,Cut in 3rd's,TRUE
HAI,CH3,Cut in 3rd's,TRUE
JVL,CH3,Cut in 3rd's,TRUE
DAL,CH3,Cut in 3rd's,TRUE
PHI,CH3,Cut in 3rd's,TRUE
TOR,CH3,Cut in 3rd's,TRUE
WIN,CH3,Cut in 3rd's,TRUE
SGP,CH3,Cut in 3rd's,TRUE
MXQ,CH3,Cut in 3rd's,TRUE
MTY,CH3,Cut in 3rd's,TRUE
MXM,CH3,Cut in 3rd's,TRUE
MCH,CH3,Cut in 3rd's,TRUE
ASC,CH3,Cut in 3rd's,TRUE
ADC,CH3,Cut in 3rd's,TRUE
ATL,CH3,Cut in 3rd's,TRUE
WIE,CH3,Cut in 3rd's,TRUE
ENA,CH3,Cut in 3rd's,TRUE
ENT,CH3,Cut in 3rd's,TRUE
LOS,CH3X,Cut in 3rd's,FALSE
STO,CH3X,Cut in 3rd's,FALSE
CHA,CH3X,Cut in 3rd's,FALSE
CLE,CH3X,Cut in 3rd's,FALSE
HAI,CH3X,Cut in 3rd's,TRUE
JVL,CH3X,Cut in 3rd's,FALSE
DAL,CH3X,Cut in 3rd's,FALSE
PHI,CH3X,Cut in 3rd's,FALSE
TOR,CH3X,Cut in 3rd's,FALSE
WIN,CH3X,Cut in 3rd's,FALSE
SGP,CH3X,Cut in 3rd's,FALSE
MXQ,CH3X,Cut in 3rd's,FALSE
MTY,CH3X,Cut in 3rd's,FALSE
MXM,CH3X,Cut in 3rd's,FALSE
MCH,CH3X,Cut in 3rd's,FALSE
ASC,CH3X,Cut in 3rd's,FALSE
ADC,CH3X,Cut in 3rd's,FALSE
ATL,CH3X,Cut in 3rd's,FALSE
WIE,CH3X,Cut in 3rd's,FALSE
ENA,CH3X,Cut in 3rd's,FALSE
ENT,CH3X,Cut in 3rd's,FALSE
LOS,CH4,Cust in 4th's,TRUE
STO,CH4,Cust in 4th's,TRUE
CHA,CH4,Cust in 4th's,TRUE
CLE,CH4,Cust in 4th's,TRUE
HAI,CH4,Cust in 4th's,TRUE
JVL,CH4,Cust in 4th's,TRUE
DAL,CH4,Cust in 4th's,TRUE
PHI,CH4,Cust in 4th's,TRUE
TOR,CH4,Cust in 4th's,TRUE
WIN,CH4,Cust in 4th's,TRUE
SGP,CH4,Cust in 4th's,TRUE
MXQ,CH4,Cust in 4th's,TRUE
MTY,CH4,Cust in 4th's,TRUE
MXM,CH4,Cust in 4th's,TRUE
MCH,CH4,Cust in 4th's,TRUE
ASC,CH4,Cust in 4th's,TRUE
ADC,CH4,Cust in 4th's,TRUE
ATL,CH4,Cust in 4th's,TRUE
WIE,CH4,Cust in 4th's,TRUE
ENA,CH4,Cust in 4th's,TRUE
ENT,CH4,Cust in 4th's,TRUE
LOS,CH4X,Cust in 4th's,FALSE
STO,CH4X,Cust in 4th's,FALSE
CHA,CH4X,Cust in 4th's,FALSE
CLE,CH4X,Cust in 4th's,FALSE
HAI,CH4X,Cust in 4th's,TRUE
JVL,CH4X,Cust in 4th's,FALSE
DAL,CH4X,Cust in 4th's,FALSE
PHI,CH4X,Cust in 4th's,FALSE
TOR,CH4X,Cust in 4th's,FALSE
WIN,CH4X,Cust in 4th's,FALSE
SGP,CH4X,Cust in 4th's,FALSE
MXQ,CH4X,Cust in 4th's,FALSE
MTY,CH4X,Cust in 4th's,FALSE
MXM,CH4X,Cust in 4th's,FALSE
MCH,CH4X,Cust in 4th's,FALSE
ASC,CH4X,Cust in 4th's,FALSE
ADC,CH4X,Cust in 4th's,FALSE
ATL,CH4X,Cust in 4th's,FALSE
WIE,CH4X,Cust in 4th's,FALSE
ENA,CH4X,Cust in 4th's,FALSE
ENT,CH4X,Cust in 4th's,FALSE
LOS,CHF,Chamfering,FALSE
STO,CHF,Chamfering,FALSE
CHA,CHF,Chamfering,TRUE
CLE,CHF,Chamfering,FALSE
HAI,CHF,Chamfering,TRUE
JVL,CHF,Chamfering,FALSE
DAL,CHF,Chamfering,FALSE
PHI,CHF,Chamfering,FALSE
TOR,CHF,Chamfering,FALSE
WIN,CHF,Chamfering,FALSE
SGP,CHF,Chamfering,FALSE
MXQ,CHF,Chamfering,FALSE
MTY,CHF,Chamfering,FALSE
MXM,CHF,Chamfering,FALSE
MCH,CHF,Chamfering,FALSE
ASC,CHF,Chamfering,FALSE
ADC,CHF,Chamfering,FALSE
ATL,CHF,Chamfering,FALSE
WIE,CHF,Chamfering,FALSE
ENA,CHF,Chamfering,FALSE
ENT,CHF,Chamfering,FALSE
LOS,CITY,City Pick Task,FALSE
STO,CITY,City Pick Task,FALSE
CHA,CITY,City Pick Task,FALSE
CLE,CITY,City Pick Task,FALSE
HAI,CITY,City Pick Task,TRUE
JVL,CITY,City Pick Task,FALSE
DAL,CITY,City Pick Task,FALSE
PHI,CITY,City Pick Task,FALSE
TOR,CITY,City Pick Task,FALSE
WIN,CITY,City Pick Task,FALSE
SGP,CITY,City Pick Task,FALSE
MXQ,CITY,City Pick Task,FALSE
MTY,CITY,City Pick Task,FALSE
MXM,CITY,City Pick Task,FALSE
MCH,CITY,City Pick Task,FALSE
ASC,CITY,City Pick Task,FALSE
ADC,CITY,City Pick Task,FALSE
ATL,CITY,City Pick Task,FALSE
WIE,CITY,City Pick Task,FALSE
ENA,CITY,City Pick Task,FALSE
ENT,CITY,City Pick Task,FALSE
LOS,CTRY,Country Pick Task,FALSE
STO,CTRY,Country Pick Task,FALSE
CHA,CTRY,Country Pick Task,FALSE
CLE,CTRY,Country Pick Task,FALSE
HAI,CTRY,Country Pick Task,TRUE
JVL,CTRY,Country Pick Task,FALSE
DAL,CTRY,Country Pick Task,FALSE
PHI,CTRY,Country Pick Task,FALSE
TOR,CTRY,Country Pick Task,FALSE
WIN,CTRY,Country Pick Task,FALSE
SGP,CTRY,Country Pick Task,FALSE
MXQ,CTRY,Country Pick Task,FALSE
MTY,CTRY,Country Pick Task,FALSE
MXM,CTRY,Country Pick Task,FALSE
MCH,CTRY,Country Pick Task,FALSE
ASC,CTRY,Country Pick Task,FALSE
ADC,CTRY,Country Pick Task,FALSE
ATL,CTRY,Country Pick Task,FALSE
WIE,CTRY,Country Pick Task,FALSE
ENA,CTRY,Country Pick Task,FALSE
ENT,CTRY,Country Pick Task,FALSE
LOS,CTS,Contour Saw Cutting,FALSE
STO,CTS,Contour Saw Cutting,FALSE
CHA,CTS,Contour Saw Cutting,FALSE
CLE,CTS,Contour Saw Cutting,FALSE
HAI,CTS,Contour Saw Cutting,TRUE
JVL,CTS,Contour Saw Cutting,FALSE
DAL,CTS,Contour Saw Cutting,FALSE
PHI,CTS,Contour Saw Cutting,FALSE
TOR,CTS,Contour Saw Cutting,FALSE
WIN,CTS,Contour Saw Cutting,FALSE
SGP,CTS,Contour Saw Cutting,FALSE
MXQ,CTS,Contour Saw Cutting,FALSE
MTY,CTS,Contour Saw Cutting,FALSE
MXM,CTS,Contour Saw Cutting,FALSE
MCH,CTS,Contour Saw Cutting,FALSE
ASC,CTS,Contour Saw Cutting,FALSE
ADC,CTS,Contour Saw Cutting,FALSE
ATL,CTS,Contour Saw Cutting,FALSE
WIE,CTS,Contour Saw Cutting,FALSE
ENA,CTS,Contour Saw Cutting,FALSE
ENT,CTS,Contour Saw Cutting,FALSE
LOS,DDR,Deep Drilling,FALSE
STO,DDR,Deep Drilling,FALSE
CHA,DDR,Deep Drilling,FALSE
CLE,DDR,Deep Drilling,FALSE
HAI,DDR,Deep Drilling,TRUE
JVL,DDR,Deep Drilling,FALSE
DAL,DDR,Deep Drilling,FALSE
PHI,DDR,Deep Drilling,FALSE
TOR,DDR,Deep Drilling,FALSE
WIN,DDR,Deep Drilling,FALSE
SGP,DDR,Deep Drilling,FALSE
MXQ,DDR,Deep Drilling,FALSE
MTY,DDR,Deep Drilling,FALSE
MXM,DDR,Deep Drilling,FALSE
MCH,DDR,Deep Drilling,FALSE
ASC,DDR,Deep Drilling,FALSE
ADC,DDR,Deep Drilling,FALSE
ATL,DDR,Deep Drilling,FALSE
WIE,DDR,Deep Drilling,FALSE
ENA,DDR,Deep Drilling,FALSE
ENT,DDR,Deep Drilling,FALSE
LOS,DEB,Deburring,FALSE
STO,DEB,Deburring,FALSE
CHA,DEB,Deburring,FALSE
CLE,DEB,Deburring,FALSE
HAI,DEB,Deburring,TRUE
JVL,DEB,Deburring,FALSE
DAL,DEB,Deburring,FALSE
PHI,DEB,Deburring,FALSE
TOR,DEB,Deburring,FALSE
WIN,DEB,Deburring,FALSE
SGP,DEB,Deburring,FALSE
MXQ,DEB,Deburring,FALSE
MTY,DEB,Deburring,FALSE
MXM,DEB,Deburring,FALSE
MCH,DEB,Deburring,FALSE
ASC,DEB,Deburring,FALSE
ADC,DEB,Deburring,FALSE
ATL,DEB,Deburring,FALSE
WIE,DEB,Deburring,FALSE
ENA,DEB,Deburring,FALSE
ENT,DEB,Deburring,FALSE
LOS,DIE,Die Stamp,FALSE
STO,DIE,Die Stamp,FALSE
CHA,DIE,Die Stamp,FALSE
CLE,DIE,Die Stamp,FALSE
HAI,DIE,Die Stamp,TRUE
JVL,DIE,Die Stamp,FALSE
DAL,DIE,Die Stamp,FALSE
PHI,DIE,Die Stamp,FALSE
TOR,DIE,Die Stamp,FALSE
WIN,DIE,Die Stamp,FALSE
SGP,DIE,Die Stamp,FALSE
MXQ,DIE,Die Stamp,FALSE
MTY,DIE,Die Stamp,FALSE
MXM,DIE,Die Stamp,FALSE
MCH,DIE,Die Stamp,FALSE
ASC,DIE,Die Stamp,FALSE
ADC,DIE,Die Stamp,FALSE
ATL,DIE,Die Stamp,FALSE
WIE,DIE,Die Stamp,FALSE
ENA,DIE,Die Stamp,FALSE
ENT,DIE,Die Stamp,FALSE
LOS,DMG,Demagnetizing,FALSE
STO,DMG,Demagnetizing,FALSE
CHA,DMG,Demagnetizing,FALSE
CLE,DMG,Demagnetizing,FALSE
HAI,DMG,Demagnetizing,TRUE
JVL,DMG,Demagnetizing,FALSE
DAL,DMG,Demagnetizing,FALSE
PHI,DMG,Demagnetizing,FALSE
TOR,DMG,Demagnetizing,FALSE
WIN,DMG,Demagnetizing,FALSE
SGP,DMG,Demagnetizing,FALSE
MXQ,DMG,Demagnetizing,FALSE
MTY,DMG,Demagnetizing,FALSE
MXM,DMG,Demagnetizing,FALSE
MCH,DMG,Demagnetizing,FALSE
ASC,DMG,Demagnetizing,FALSE
ADC,DMG,Demagnetizing,FALSE
ATL,DMG,Demagnetizing,FALSE
WIE,DMG,Demagnetizing,FALSE
ENA,DMG,Demagnetizing,FALSE
ENT,DMG,Demagnetizing,FALSE
LOS,DRI,Drilling,FALSE
STO,DRI,Drilling,FALSE
CHA,DRI,Drilling,FALSE
CLE,DRI,Drilling,FALSE
HAI,DRI,Drilling,TRUE
JVL,DRI,Drilling,FALSE
DAL,DRI,Drilling,FALSE
PHI,DRI,Drilling,FALSE
TOR,DRI,Drilling,FALSE
WIN,DRI,Drilling,FALSE
SGP,DRI,Drilling,FALSE
MXQ,DRI,Drilling,FALSE
MTY,DRI,Drilling,FALSE
MXM,DRI,Drilling,FALSE
MCH,DRI,Drilling,FALSE
ASC,DRI,Drilling,FALSE
ADC,DRI,Drilling,FALSE
ATL,DRI,Drilling,FALSE
WIE,DRI,Drilling,FALSE
ENA,DRI,Drilling,FALSE
ENT,DRI,Drilling,FALSE
LOS,EXB,Export Boxing,FALSE
STO,EXB,Export Boxing,FALSE
CHA,EXB,Export Boxing,FALSE
CLE,EXB,Export Boxing,FALSE
HAI,EXB,Export Boxing,TRUE
JVL,EXB,Export Boxing,FALSE
DAL,EXB,Export Boxing,FALSE
PHI,EXB,Export Boxing,FALSE
TOR,EXB,Export Boxing,FALSE
WIN,EXB,Export Boxing,FALSE
SGP,EXB,Export Boxing,FALSE
MXQ,EXB,Export Boxing,FALSE
MTY,EXB,Export Boxing,FALSE
MXM,EXB,Export Boxing,FALSE
MCH,EXB,Export Boxing,FALSE
ASC,EXB,Export Boxing,FALSE
ADC,EXB,Export Boxing,FALSE
ATL,EXB,Export Boxing,FALSE
WIE,EXB,Export Boxing,FALSE
ENA,EXB,Export Boxing,FALSE
ENT,EXB,Export Boxing,FALSE
LOS,EXP,Express Band Saw Cutting,FALSE
STO,EXP,Express Band Saw Cutting,FALSE
CHA,EXP,Express Band Saw Cutting,FALSE
CLE,EXP,Express Band Saw Cutting,FALSE
HAI,EXP,Express Band Saw Cutting,TRUE
JVL,EXP,Express Band Saw Cutting,FALSE
DAL,EXP,Express Band Saw Cutting,FALSE
PHI,EXP,Express Band Saw Cutting,FALSE
TOR,EXP,Express Band Saw Cutting,FALSE
WIN,EXP,Express Band Saw Cutting,FALSE
SGP,EXP,Express Band Saw Cutting,FALSE
MXQ,EXP,Express Band Saw Cutting,FALSE
MTY,EXP,Express Band Saw Cutting,FALSE
MXM,EXP,Express Band Saw Cutting,FALSE
MCH,EXP,Express Band Saw Cutting,FALSE
ASC,EXP,Express Band Saw Cutting,FALSE
ADC,EXP,Express Band Saw Cutting,FALSE
ATL,EXP,Express Band Saw Cutting,FALSE
WIE,EXP,Express Band Saw Cutting,FALSE
ENA,EXP,Express Band Saw Cutting,FALSE
ENT,EXP,Express Band Saw Cutting,FALSE
LOS,EXPX,Express Band Saw Cutting,FALSE
STO,EXPX,Express Band Saw Cutting,FALSE
CHA,EXPX,Express Band Saw Cutting,FALSE
CLE,EXPX,Express Band Saw Cutting,FALSE
HAI,EXPX,Express Band Saw Cutting,TRUE
JVL,EXPX,Express Band Saw Cutting,FALSE
DAL,EXPX,Express Band Saw Cutting,FALSE
PHI,EXPX,Express Band Saw Cutting,FALSE
TOR,EXPX,Express Band Saw Cutting,FALSE
WIN,EXPX,Express Band Saw Cutting,FALSE
SGP,EXPX,Express Band Saw Cutting,FALSE
MXQ,EXPX,Express Band Saw Cutting,FALSE
MTY,EXPX,Express Band Saw Cutting,FALSE
MXM,EXPX,Express Band Saw Cutting,FALSE
MCH,EXPX,Express Band Saw Cutting,FALSE
ASC,EXPX,Express Band Saw Cutting,FALSE
ADC,EXPX,Express Band Saw Cutting,FALSE
ATL,EXPX,Express Band Saw Cutting,FALSE
WIE,EXPX,Express Band Saw Cutting,FALSE
ENA,EXPX,Express Band Saw Cutting,FALSE
ENT,EXPX,Express Band Saw Cutting,FALSE
LOS,EXT,Extrusion Saw,TRUE
STO,EXT,Extrusion Saw,TRUE
CHA,EXT,Extrusion Saw,TRUE
CLE,EXT,Extrusion Saw,TRUE
HAI,EXT,Extrusion Saw,TRUE
JVL,EXT,Extrusion Saw,TRUE
DAL,EXT,Extrusion Saw,TRUE
PHI,EXT,Extrusion Saw,TRUE
TOR,EXT,Extrusion Saw,TRUE
WIN,EXT,Extrusion Saw,TRUE
SGP,EXT,Extrusion Saw,TRUE
MXQ,EXT,Extrusion Saw,TRUE
MTY,EXT,Extrusion Saw,TRUE
MXM,EXT,Extrusion Saw,TRUE
MCH,EXT,Extrusion Saw,TRUE
ASC,EXT,Extrusion Saw,TRUE
ADC,EXT,Extrusion Saw,TRUE
ATL,EXT,Extrusion Saw,TRUE
WIE,EXT,Extrusion Saw,TRUE
ENA,EXT,Extrusion Saw,TRUE
ENT,EXT,Extrusion Saw,TRUE
LOS,FAC,Face & Center,FALSE
STO,FAC,Face & Center,FALSE
CHA,FAC,Face & Center,FALSE
CLE,FAC,Face & Center,FALSE
HAI,FAC,Face & Center,TRUE
JVL,FAC,Face & Center,FALSE
DAL,FAC,Face & Center,FALSE
PHI,FAC,Face & Center,FALSE
TOR,FAC,Face & Center,FALSE
WIN,FAC,Face & Center,FALSE
SGP,FAC,Face & Center,FALSE
MXQ,FAC,Face & Center,FALSE
MTY,FAC,Face & Center,FALSE
MXM,FAC,Face & Center,FALSE
MCH,FAC,Face & Center,FALSE
ASC,FAC,Face & Center,FALSE
ADC,FAC,Face & Center,FALSE
ATL,FAC,Face & Center,FALSE
WIE,FAC,Face & Center,FALSE
ENA,FAC,Face & Center,FALSE
ENT,FAC,Face & Center,FALSE
LOS,FACH,Face and Chamfer,FALSE
STO,FACH,Face and Chamfer,FALSE
CHA,FACH,Face and Chamfer,FALSE
CLE,FACH,Face and Chamfer,FALSE
HAI,FACH,Face and Chamfer,TRUE
JVL,FACH,Face and Chamfer,FALSE
DAL,FACH,Face and Chamfer,FALSE
PHI,FACH,Face and Chamfer,FALSE
TOR,FACH,Face and Chamfer,FALSE
WIN,FACH,Face and Chamfer,FALSE
SGP,FACH,Face and Chamfer,FALSE
MXQ,FACH,Face and Chamfer,FALSE
MTY,FACH,Face and Chamfer,FALSE
MXM,FACH,Face and Chamfer,FALSE
MCH,FACH,Face and Chamfer,FALSE
ASC,FACH,Face and Chamfer,FALSE
ADC,FACH,Face and Chamfer,FALSE
ATL,FACH,Face and Chamfer,FALSE
